"code";"deb_sem";"sites";"perc_rank"
"2015_26";"2015-06-22";"abv";0
"2015_25";"2015-06-15";"abv";0
"2015_24";"2015-06-08";"abv";68
"2015_23";"2015-06-01";"abv";68
"2015_22";"2015-05-25";"abv";0
"2015_21";"2015-05-18";"abv";84
"2015_20";"2015-05-11";"abv";84
"2015_19";"2015-05-04";"abv";68
"2015_18";"2015-04-27";"abv";95
"2015_17";"2015-04-20";"abv";78
"2015_16";"2015-04-13";"abv";68
"2015_15";"2015-04-06";"abv";78
"2015_14";"2015-03-30";"abv";68
"2015_13";"2015-03-23";"abv";68
"2015_12";"2015-03-16";"abv";20
"2015_11";"2015-03-09";"abv";84
"2015_10";"2015-03-02";"abv";99
"2015_09";"2015-02-23";"abv";89
"2015_08";"2015-02-16";"abv";0
"2015_07";"2015-02-09";"abv";36
"2015_06";"2015-02-02";"abv";78
"2015_05";"2015-01-26";"abv";78
"2015_04";"2015-01-19";"abv";91
"2015_03";"2015-01-12";"abv";36
"2015_02";"2015-01-05";"abv";0
"2015_01";"2014-12-29";"abv";0
"2014_52";"2014-12-22";"abv";78
"2014_51";"2014-12-15";"abv";84
"2014_50";"2014-12-08";"abv";54
"2014_49";"2014-12-01";"abv";54
"2014_48";"2014-11-24";"abv";0
"2014_47";"2014-11-17";"abv";0
"2014_46";"2014-11-10";"abv";54
"2014_45";"2014-11-03";"abv";36
"2014_44";"2014-10-27";"abv";54
"2014_43";"2014-10-20";"abv";0
"2014_42";"2014-10-13";"abv";54
"2014_41";"2014-10-06";"abv";54
"2014_40";"2014-09-29";"abv";36
"2014_39";"2014-09-22";"abv";0
"2014_38";"2014-09-15";"abv";36
"2014_37";"2014-09-08";"abv";0
"2014_36";"2014-09-01";"abv";0
"2014_35";"2014-08-25";"abv";0
"2014_34";"2014-08-18";"abv";36
"2014_33";"2014-08-11";"abv";54
"2014_32";"2014-08-04";"abv";20
"2014_31";"2014-07-28";"abv";0
"2014_30";"2014-07-21";"abv";20
"2014_29";"2014-07-14";"abv";20
"2014_28";"2014-07-07";"abv";20
"2014_27";"2014-06-30";"abv";0
"2014_26";"2014-06-23";"abv";0
"2014_25";"2014-06-16";"abv";36
"2014_24";"2014-06-09";"abv";54
"2014_23";"2014-06-02";"abv";36
"2014_22";"2014-05-26";"abv";54
"2014_21";"2014-05-19";"abv";20
"2014_20";"2014-05-12";"abv";89
"2014_19";"2014-05-05";"abv";98
"2014_18";"2014-04-28";"abv";0
"2014_17";"2014-04-21";"abv";36
"2014_16";"2014-04-14";"abv";54
"2014_15";"2014-04-07";"abv";0
"2014_14";"2014-03-31";"abv";0
"2014_13";"2014-03-24";"abv";68
"2014_12";"2014-03-17";"abv";36
"2014_11";"2014-03-10";"abv";0
"2014_10";"2014-03-03";"abv";36
"2014_09";"2014-02-24";"abv";78
"2014_08";"2014-02-17";"abv";78
"2014_07";"2014-02-10";"abv";68
"2014_06";"2014-02-03";"abv";36
"2014_05";"2014-01-27";"abv";0
"2014_04";"2014-01-20";"abv";0
"2014_03";"2014-01-13";"abv";0
"2014_02";"2014-01-06";"abv";0
"2014_01";"2013-12-30";"abv";0
"2013_52";"2013-12-23";"abv";0
"2013_51";"2013-12-16";"abv";36
"2013_50";"2013-12-09";"abv";78
"2013_49";"2013-12-02";"abv";54
"2013_48";"2013-11-25";"abv";68
"2013_47";"2013-11-18";"abv";54
"2013_46";"2013-11-11";"abv";54
"2013_45";"2013-11-04";"abv";0
"2013_44";"2013-10-28";"abv";0
"2013_43";"2013-10-21";"abv";20
"2013_42";"2013-10-14";"abv";20
"2013_41";"2013-10-07";"abv";0
"2013_40";"2013-09-30";"abv";20
"2013_39";"2013-09-23";"abv";20
"2013_38";"2013-09-16";"abv";36
"2013_37";"2013-09-09";"abv";0
"2013_36";"2013-09-02";"abv";0
"2013_35";"2013-08-26";"abv";0
"2013_34";"2013-08-19";"abv";0
"2013_33";"2013-08-12";"abv";0
"2013_32";"2013-08-05";"abv";0
"2013_31";"2013-07-29";"abv";0
"2013_30";"2013-07-22";"abv";0
"2013_29";"2013-07-15";"abv";54
"2013_28";"2013-07-08";"abv";68
"2013_27";"2013-07-01";"abv";0
"2013_26";"2013-06-24";"abv";20
"2013_25";"2013-06-17";"abv";91
"2013_24";"2013-06-10";"abv";68
"2013_23";"2013-06-03";"abv";20
"2013_22";"2013-05-27";"abv";20
"2013_21";"2013-05-20";"abv";20
"2013_20";"2013-05-13";"abv";20
"2013_19";"2013-05-06";"abv";96
"2013_18";"2013-04-29";"abv";36
"2013_17";"2013-04-22";"abv";68
"2013_16";"2013-04-15";"abv";36
"2013_15";"2013-04-08";"abv";54
"2013_14";"2013-04-01";"abv";89
"2013_13";"2013-03-25";"abv";84
"2013_12";"2013-03-18";"abv";84
"2013_11";"2013-03-11";"abv";99
"2013_10";"2013-03-04";"abv";100
"2013_09";"2013-02-25";"abv";100
"2013_08";"2013-02-18";"abv";99
"2013_07";"2013-02-11";"abv";0
"2013_06";"2013-02-04";"abv";96
"2013_05";"2013-01-28";"abv";68
"2013_04";"2013-01-21";"abv";93
"2013_03";"2013-01-14";"abv";98
"2013_02";"2013-01-07";"abv";98
"2013_01";"2012-12-31";"abv";98
"2012_52";"2012-12-24";"abv";93
"2012_51";"2012-12-17";"abv";93
"2012_50";"2012-12-10";"abv";89
"2012_49";"2012-12-03";"abv";99
"2012_48";"2012-11-26";"abv";54
"2012_47";"2012-11-19";"abv";68
"2012_46";"2012-11-12";"abv";36
"2012_45";"2012-11-05";"abv";84
"2012_44";"2012-10-29";"abv";20
"2012_43";"2012-10-22";"abv";78
"2012_42";"2012-10-15";"abv";54
"2012_41";"2012-10-08";"abv";20
"2012_40";"2012-10-01";"abv";54
"2012_39";"2012-09-24";"abv";84
"2012_38";"2012-09-17";"abv";20
"2012_37";"2012-09-10";"abv";36
"2012_36";"2012-09-03";"abv";54
"2012_35";"2012-08-27";"abv";89
"2012_34";"2012-08-20";"abv";20
"2012_33";"2012-08-13";"abv";78
"2012_32";"2012-08-06";"abv";54
"2012_31";"2012-07-30";"abv";36
"2012_30";"2012-07-23";"abv";84
"2012_29";"2012-07-16";"abv";54
"2012_28";"2012-07-09";"abv";91
"2012_27";"2012-07-02";"abv";95
"2012_26";"2012-06-25";"abv";36
"2012_25";"2012-06-18";"abv";93
"2012_24";"2012-06-11";"abv";89
"2012_23";"2012-06-04";"abv";78
"2012_22";"2012-05-28";"abv";91
"2012_21";"2012-05-21";"abv";91
"2012_20";"2012-05-14";"abv";84
"2012_19";"2012-05-07";"abv";89
"2012_18";"2012-04-30";"abv";20
"2012_17";"2012-04-23";"abv";36
"2012_16";"2012-04-16";"abv";68
"2012_15";"2012-04-09";"abv";54
"2012_14";"2012-04-02";"abv";36
"2012_13";"2012-03-26";"abv";84
"2012_12";"2012-03-19";"abv";78
"2012_11";"2012-03-12";"abv";84
"2012_10";"2012-03-05";"abv";89
"2012_09";"2012-02-27";"abv";93
"2012_08";"2012-02-20";"abv";98
"2012_07";"2012-02-13";"abv";95
"2012_06";"2012-02-06";"abv";96
"2012_05";"2012-01-30";"abv";93
"2012_04";"2012-01-23";"abv";93
"2012_03";"2012-01-16";"abv";36
"2012_02";"2012-01-09";"abv";68
"2012_01";"2012-01-02";"abv";54
"2016_29";"2016-07-18";"abz";0
"2016_28";"2016-07-11";"abz";70
"2016_27";"2016-07-04";"abz";12
"2016_26";"2016-06-27";"abz";87
"2016_25";"2016-06-20";"abz";52
"2016_24";"2016-06-13";"abz";75
"2016_23";"2016-06-06";"abz";52
"2016_22";"2016-05-30";"abz";70
"2016_21";"2016-05-23";"abz";75
"2016_20";"2016-05-16";"abz";37
"2016_19";"2016-05-09";"abz";21
"2016_18";"2016-05-02";"abz";37
"2016_17";"2016-04-25";"abz";62
"2016_16";"2016-04-18";"abz";37
"2016_15";"2016-04-11";"abz";52
"2016_14";"2016-04-04";"abz";70
"2016_13";"2016-03-28";"abz";37
"2016_12";"2016-03-21";"abz";91
"2016_11";"2016-03-14";"abz";62
"2016_10";"2016-03-07";"abz";52
"2016_09";"2016-02-29";"abz";87
"2016_08";"2016-02-22";"abz";70
"2016_07";"2016-02-15";"abz";70
"2016_06";"2016-02-08";"abz";52
"2016_05";"2016-02-01";"abz";37
"2016_04";"2016-01-25";"abz";62
"2016_03";"2016-01-18";"abz";70
"2016_02";"2016-01-11";"abz";80
"2016_01";"2016-01-04";"abz";98
"2015_53";"2015-12-28";"abz";75
"2015_52";"2015-12-21";"abz";86
"2015_51";"2015-12-14";"abz";99
"2015_50";"2015-12-07";"abz";93
"2015_49";"2015-11-30";"abz";75
"2015_48";"2015-11-23";"abz";86
"2015_47";"2015-11-16";"abz";75
"2015_46";"2015-11-09";"abz";93
"2015_45";"2015-11-02";"abz";52
"2015_44";"2015-10-26";"abz";62
"2015_43";"2015-10-19";"abz";95
"2015_42";"2015-10-12";"abz";75
"2015_41";"2015-10-05";"abz";62
"2015_40";"2015-09-28";"abz";12
"2015_39";"2015-09-21";"abz";52
"2015_38";"2015-09-14";"abz";62
"2015_37";"2015-09-07";"abz";37
"2015_36";"2015-08-31";"abz";37
"2015_35";"2015-08-24";"abz";21
"2015_34";"2015-08-17";"abz";62
"2015_33";"2015-08-10";"abz";37
"2015_32";"2015-08-03";"abz";52
"2015_31";"2015-07-27";"abz";37
"2015_30";"2015-07-20";"abz";21
"2015_29";"2015-07-13";"abz";52
"2015_28";"2015-07-06";"abz";95
"2015_27";"2015-06-29";"abz";99
"2015_26";"2015-06-22";"abz";80
"2015_25";"2015-06-15";"abz";97
"2015_24";"2015-06-08";"abz";62
"2015_23";"2015-06-01";"abz";80
"2015_22";"2015-05-25";"abz";37
"2015_21";"2015-05-18";"abz";70
"2015_20";"2015-05-11";"abz";62
"2015_19";"2015-05-04";"abz";21
"2015_18";"2015-04-27";"abz";37
"2015_17";"2015-04-20";"abz";80
"2015_16";"2015-04-13";"abz";70
"2015_15";"2015-04-06";"abz";21
"2015_14";"2015-03-30";"abz";52
"2015_13";"2015-03-23";"abz";52
"2015_12";"2015-03-16";"abz";37
"2015_11";"2015-03-09";"abz";86
"2015_10";"2015-03-02";"abz";80
"2015_09";"2015-02-23";"abz";96
"2015_08";"2015-02-16";"abz";70
"2015_07";"2015-02-09";"abz";91
"2015_06";"2015-02-02";"abz";52
"2015_05";"2015-01-26";"abz";93
"2015_04";"2015-01-19";"abz";62
"2015_03";"2015-01-12";"abz";70
"2015_02";"2015-01-05";"abz";91
"2015_01";"2014-12-29";"abz";37
"2014_52";"2014-12-22";"abz";62
"2014_51";"2014-12-15";"abz";96
"2014_50";"2014-12-08";"abz";70
"2014_49";"2014-12-01";"abz";95
"2014_48";"2014-11-24";"abz";52
"2014_47";"2014-11-17";"abz";87
"2014_46";"2014-11-10";"abz";91
"2014_45";"2014-11-03";"abz";70
"2014_44";"2014-10-27";"abz";62
"2014_43";"2014-10-20";"abz";70
"2014_42";"2014-10-13";"abz";37
"2014_41";"2014-10-06";"abz";52
"2014_40";"2014-09-29";"abz";70
"2014_39";"2014-09-22";"abz";12
"2014_38";"2014-09-15";"abz";37
"2014_37";"2014-09-08";"abz";70
"2014_36";"2014-09-01";"abz";70
"2014_35";"2014-08-25";"abz";75
"2014_34";"2014-08-18";"abz";62
"2014_33";"2014-08-11";"abz";37
"2014_32";"2014-08-04";"abz";70
"2014_31";"2014-07-28";"abz";12
"2014_30";"2014-07-21";"abz";52
"2014_29";"2014-07-14";"abz";37
"2014_28";"2014-07-07";"abz";80
"2014_27";"2014-06-30";"abz";75
"2014_26";"2014-06-23";"abz";21
"2014_25";"2014-06-16";"abz";86
"2014_24";"2014-06-09";"abz";91
"2014_23";"2014-06-02";"abz";91
"2014_22";"2014-05-26";"abz";91
"2014_21";"2014-05-19";"abz";86
"2014_20";"2014-05-12";"abz";37
"2014_19";"2014-05-05";"abz";62
"2014_18";"2014-04-28";"abz";86
"2014_17";"2014-04-21";"abz";37
"2014_16";"2014-04-14";"abz";5
"2014_15";"2014-04-07";"abz";52
"2014_14";"2014-03-31";"abz";37
"2014_13";"2014-03-24";"abz";37
"2014_12";"2014-03-17";"abz";70
"2014_11";"2014-03-10";"abz";70
"2014_10";"2014-03-03";"abz";21
"2014_09";"2014-02-24";"abz";62
"2014_08";"2014-02-17";"abz";52
"2014_07";"2014-02-10";"abz";62
"2014_06";"2014-02-03";"abz";52
"2014_05";"2014-01-27";"abz";62
"2014_04";"2014-01-20";"abz";52
"2014_03";"2014-01-13";"abz";62
"2014_02";"2014-01-06";"abz";12
"2014_01";"2013-12-30";"abz";21
"2013_52";"2013-12-23";"abz";62
"2013_51";"2013-12-16";"abz";37
"2013_50";"2013-12-09";"abz";91
"2013_49";"2013-12-02";"abz";93
"2013_48";"2013-11-25";"abz";95
"2013_47";"2013-11-18";"abz";93
"2013_46";"2013-11-11";"abz";100
"2013_45";"2013-11-04";"abz";86
"2013_44";"2013-10-28";"abz";86
"2013_43";"2013-10-21";"abz";86
"2013_42";"2013-10-14";"abz";37
"2013_41";"2013-10-07";"abz";37
"2013_40";"2013-09-30";"abz";80
"2013_39";"2013-09-23";"abz";12
"2013_38";"2013-09-16";"abz";62
"2013_37";"2013-09-09";"abz";52
"2013_36";"2013-09-02";"abz";62
"2013_35";"2013-08-26";"abz";52
"2013_34";"2013-08-19";"abz";37
"2013_33";"2013-08-12";"abz";52
"2013_32";"2013-08-05";"abz";80
"2013_31";"2013-07-29";"abz";62
"2013_30";"2013-07-22";"abz";62
"2013_29";"2013-07-15";"abz";70
"2013_28";"2013-07-08";"abz";37
"2013_27";"2013-07-01";"abz";37
"2013_26";"2013-06-24";"abz";62
"2013_25";"2013-06-17";"abz";91
"2013_24";"2013-06-10";"abz";75
"2013_23";"2013-06-03";"abz";86
"2013_22";"2013-05-27";"abz";91
"2013_21";"2013-05-20";"abz";75
"2013_20";"2013-05-13";"abz";52
"2013_19";"2013-05-06";"abz";21
"2013_18";"2013-04-29";"abz";62
"2013_17";"2013-04-22";"abz";12
"2013_16";"2013-04-15";"abz";12
"2013_15";"2013-04-08";"abz";12
"2013_14";"2013-04-01";"abz";12
"2013_13";"2013-03-25";"abz";21
"2013_12";"2013-03-18";"abz";52
"2013_11";"2013-03-11";"abz";37
"2013_10";"2013-03-04";"abz";37
"2013_09";"2013-02-25";"abz";37
"2013_08";"2013-02-18";"abz";5
"2013_07";"2013-02-11";"abz";52
"2013_06";"2013-02-04";"abz";62
"2013_05";"2013-01-28";"abz";52
"2013_04";"2013-01-21";"abz";86
"2013_03";"2013-01-14";"abz";37
"2013_02";"2013-01-07";"abz";52
"2013_01";"2012-12-31";"abz";21
"2012_52";"2012-12-24";"abz";21
"2012_51";"2012-12-17";"abz";86
"2012_50";"2012-12-10";"abz";62
"2012_49";"2012-12-03";"abz";12
"2012_48";"2012-11-26";"abz";86
"2012_47";"2012-11-19";"abz";62
"2012_46";"2012-11-12";"abz";70
"2012_45";"2012-11-05";"abz";12
"2012_44";"2012-10-29";"abz";37
"2012_43";"2012-10-22";"abz";5
"2012_42";"2012-10-15";"abz";0
"2012_41";"2012-10-08";"abz";70
"2012_40";"2012-10-01";"abz";37
"2012_39";"2012-09-24";"abz";0
"2012_38";"2012-09-17";"abz";21
"2012_37";"2012-09-10";"abz";21
"2012_36";"2012-09-03";"abz";52
"2012_35";"2012-08-27";"abz";93
"2012_34";"2012-08-20";"abz";52
"2012_33";"2012-08-13";"abz";21
"2012_32";"2012-08-06";"abz";21
"2012_31";"2012-07-30";"abz";52
"2012_30";"2012-07-23";"abz";5
"2012_29";"2012-07-16";"abz";0
"2012_28";"2012-07-09";"abz";0
"2012_27";"2012-07-02";"abz";0
"2012_26";"2012-06-25";"abz";0
"2012_25";"2012-06-18";"abz";0
"2012_24";"2012-06-11";"abz";0
"2012_23";"2012-06-04";"abz";0
"2012_22";"2012-05-28";"abz";5
"2012_21";"2012-05-21";"abz";21
"2012_20";"2012-05-14";"abz";52
"2012_19";"2012-05-07";"abz";12
"2012_18";"2012-04-30";"abz";21
